measure,beat,pitch,duration,velocity,tie,articulation
91,1,G3,3.9,90,,
92,1,G3,0.9,90,,
92,2,Bb3,0.4,90,,
92,2.5,G3,0.4,90,,
92,3,D4,1.9,90,,
93,1,G3,0.9,90,,
93,2,Bb3,0.9,90,,
93,3,G3,1.9,90,,
94,1,G3,0.9,90,,
94,2,Bb3,0.4,90,,
94,2.5,D4,0.25,90,,
94,3,Bb3,0.25,90,,
94,3.5,D4,0.9,90,,
94,4.5,G3,0.4,90,,
95,1,A3,2.9,90,,
95,4,G3,0.9,90,,
96,1,G3,0.9,90,,
96,2,Bb3,0.4,90,,
96,2.5,D4,0.4,90,,
96,3,G3,0.25,90,,
96,3.5,A3,0.4,90,,
96,4,D4,0.25,90,,
96,4.5,G3,0.4,90,,
97,1,Bb3,0.25,90,,
97,1.5,D4,0.4,90,,
97,2,D4,0.25,90,,
97,2.5,Bb3,0.4,90,,
97,3,G3,0.25,90,,
97,3.5,A3,0.4,90,,
97,4,G3,0.25,90,,
97,4.5,D3,0.4,90,,
98,1,G3,2.9,90,,
98,4,G3,0.9,90,,
99,1,G3,0.9,90,,
99,2,Bb3,0.9,90,,
99,3,D4,0.9,90,,
99,4,G3,0.9,90,,
100,1,D4,1.9,90,,
100,3,Bb3,1.9,90,,
