measure,beat,pitch,duration,velocity,tie,articulation
91,1,D4,2.9,90,,
91,4,D4,0.9,90,,
92,1,C4,0.9,90,,
92,2,D#4,0.4,90,,
92,2.5,G4,0.4,90,,
92,3,C4,0.25,90,,
92,3.5,C4,0.4,90,,
92,4,G4,0.25,90,,
92,4.5,G4,0.4,90,,
93,1,D#4,0.25,90,,
93,1.5,D#4,0.4,90,,
93,2,G4,0.25,90,,
93,2.5,G4,0.4,90,,
93,3,D#4,0.25,90,,
93,3.5,D#4,0.4,90,,
93,4,D4,0.25,90,,
93,4.5,C4,0.4,90,,
94,1,C4,2.9,90,,
94,4,C4,0.9,90,,
95,1,C4,0.9,90,,
95,2,D#4,0.9,90,,
95,3,G4,0.9,90,,
95,4,G4,0.9,90,,
96,1,G4,1.9,90,,
96,3,D#4,1.9,90,,
97,1,D4,1.9,90,,
97,3,C4,1.9,90,,
98,1,D#4,1.9,90,,
98,3,G4,0.25,90,,
98,3.5,G4,0.25,90,,
98,4,G4,0.9,90,,
99,1,D#4,1.9,90,,
99,3,D4,1.9,90,,
100,1,C4,1.9,90,,
100,3,D#4,1.9,90,,
