measure,beat,pitch,duration,velocity,tie,articulation
11,1,C3,0.25,122,,accent
11,1.25,F#2,0.25,100,,staccato
11,1.5,D#3,0.25,100,,staccato
11,1.75,F#2,0.25,100,,staccato
11,2,C3,0.25,110,,accent
11,2.25,F#2,0.25,100,,staccato
11,2.5,D4,0.25,100,,staccato
11,2.75,F#2,0.25,100,,staccato
11,3,C3,0.25,122,,accent
11,3.25,G#6,0.25,100,,staccato
11,3.5,D#3,0.25,100,,staccato
11,3.75,F#2,0.25,100,,staccato
11,4,C3,0.25,120,,accent
11,4.25,F#2,0.25,100,,staccato
11,4.5,D4,0.25,100,,staccato
11,4.75,F#2,0.25,100,,staccato
12,1,C3,0.25,122,,accent
12,1.25,F#2,0.25,100,,staccato
12,1.5,D#3,0.25,100,,staccato
12,1.75,F#2,0.25,100,,staccato
12,2,C3,0.25,110,,accent
12,2.25,F#2,0.25,100,,staccato
12,2.5,D4,0.25,100,,staccato
12,2.75,F#2,0.25,100,,staccato
12,3,C3,0.25,122,,accent
12,3.25,G#6,0.25,100,,staccato
12,3.5,D#3,0.25,100,,staccato
12,3.75,F#2,0.25,100,,staccato
12,4,C3,0.25,120,,accent
12,4.25,F#2,0.25,100,,staccato
12,4.5,D4,0.25,100,,staccato
12,4.75,F#2,0.25,100,,staccato
13,1,C3,0.25,122,,accent
13,1.25,F#2,0.25,100,,staccato
13,1.5,D#3,0.25,100,,staccato
13,1.75,F#2,0.25,100,,staccato
13,2,C3,0.25,110,,accent
13,2.25,F#2,0.25,100,,staccato
13,2.5,D4,0.25,100,,staccato
13,2.75,F#2,0.25,100,,staccato
13,3,C3,0.25,122,,accent
13,3.25,G#6,0.25,100,,staccato
13,3.5,D#3,0.25,100,,staccato
13,3.75,F#2,0.25,100,,staccato
13,4,C3,0.25,120,,accent
13,4.25,F#2,0.25,100,,staccato
13,4.5,D4,0.25,100,,staccato
13,4.75,F#2,0.25,100,,staccato
14,1,C3,0.25,122,,accent
14,1.25,F#2,0.25,100,,staccato
14,1.5,D#3,0.25,100,,staccato
14,1.75,F#2,0.25,100,,staccato
14,2,C3,0.25,110,,accent
14,2.25,F#2,0.25,100,,staccato
14,2.5,D4,0.25,100,,staccato
14,2.75,F#2,0.25,100,,staccato
14,3,C3,0.25,122,,accent
14,3.25,G#6,0.25,100,,staccato
