measure,beat,pitch,duration,velocity,tie,articulation
11,1,G2,1.9,76,,tenuto
11,3,Bb2,1.9,76,,tenuto
12,1,D3,1.9,76,,tenuto
12,3,G2,1.9,76,,tenuto
13,1,Bb2,1.9,76,,tenuto
13,3,D3,0.25,76,,tenuto
13,3.5,G3,0.25,76,,tenuto
13,4,G2,0.9,76,,tenuto
14,1,Bb2,1.9,76,,tenuto
14,3,D3,1.9,76,,tenuto
15,1,G2,1.9,76,,tenuto
15,3,Bb2,1.9,76,,tenuto
16,1,D3,0.25,76,,tenuto
16,1.5,Bb2,0.4,76,,tenuto
16,2,G2,1.9,76,,tenuto
17,1,Bb2,1.9,76,,tenuto
17,3,G2,1.9,76,,tenuto
18,1,D3,0.9,76,,tenuto
18,2,B2,1.9,76,,tenuto
18,4,G2,0.9,76,,tenuto
19,1,G2,3.9,76,,tenuto
20,1,G2,0.9,76,,tenuto
20,2,Bb2,0.4,76,,tenuto
20,2.5,G2,0.4,76,,tenuto
20,3,D3,1.9,76,,tenuto
