measure,beat,pitch,duration,velocity,tie,articulation
31,1,D#4,1.9,96,,legato
31,3,D4,1.9,96,,legato
32,1,C4,1.9,96,,legato
32,3,D#4,1.9,96,,legato
33,1,D4,0.25,96,,staccato
33,1.5,D4,0.4,96,,staccato
33,2,D#4,1.9,96,,legato
34,1,D4,1.9,96,,legato
34,3,C4,1.9,96,,legato
35,1,B3,0.9,96,,legato
35,2,B3,1.9,96,,legato
35,4,C4,0.9,96,,legato
36,1,C4,3.9,96,,legato
37,1,C4,0.9,96,,legato
37,2,Eb4,0.4,96,,staccato
37,2.5,D4,0.4,96,,staccato
37,3,G4,1.9,96,,legato
38,1,C4,0.9,96,,legato
38,2,Eb4,0.9,96,,legato
38,3,C4,1.9,96,,legato
39,1,C4,0.9,96,,legato
39,2,Eb4,0.4,96,,staccato
39,2.5,G4,0.25,96,,staccato
39,3,F4,0.25,96,,staccato
39,3.5,G4,0.9,96,,legato
39,4.5,Eb4,0.4,96,,staccato
40,1,D4,2.9,96,,legato
40,4,C4,0.9,96,,legato
