measure,beat,pitch,duration,velocity,tie,articulation
11,1,G2,1.9,100,,legato
11,3,Eb2,1.9,100,,legato
12,1,D2,1.9,100,,legato
12,3,C2,1.9,100,,legato
13,1,Eb2,1.9,100,,legato
13,3,G2,0.25,98,,staccato
13,3.5,G2,0.25,98,,staccato
13,4,G2,0.9,100,,legato
14,1,Eb2,1.9,100,,legato
14,3,D2,1.9,100,,legato
15,1,C2,1.9,100,,legato
15,3,Eb2,1.9,100,,legato
16,1,D2,0.25,98,,staccato
16,1.5,D2,0.4,98,,staccato
16,2,Eb2,1.9,100,,legato
17,1,D2,1.9,100,,legato
17,3,C2,1.9,100,,legato
18,1,B1,0.9,96,,legato
18,2,B1,1.9,96,,legato
18,4,C2,0.9,100,,legato
19,1,C2,3.9,100,,legato
20,1,C2,0.9,100,,legato
20,2,Eb2,0.4,98,,staccato
20,2.5,Eb2,0.4,98,,staccato
20,3,G2,1.9,100,,legato
