measure,beat,pitch,duration,velocity,tie,articulation
1,1,C2,0.25,100,,tenuto
1,1.5,G2,0.25,95,,
1,1.75,C2,0.25,95,,
1,2,C2,0.25,100,,
1,2.5,G2,0.25,95,,
1,3,C2,0.25,100,,
1,3.5,G2,0.25,95,,
1,3.75,C2,0.25,95,,
2,1,C2,0.25,100,,
2,1.5,G2,0.25,95,,
2,1.75,C2,0.25,95,,
2,2,Eb2,0.25,100,,
2,2.5,G2,0.25,95,,
2,3,C2,0.25,100,,
2,3.5,G2,0.25,95,,
2,3.75,C2,0.25,95,,
3,1,C2,0.25,105,,
3,1.5,G2,0.25,100,,
3,1.75,C2,0.25,100,,
3,2,Eb2,0.25,105,,
3,2.5,G2,0.25,100,,
3,3,G2,0.25,105,,
3,3.5,C2,0.25,100,,
3,3.75,G2,0.25,100,,
4,1,C2,0.25,105,,
4,1.5,G2,0.25,100,,
4,1.75,C2,0.25,100,,
4,2,Eb2,0.25,105,,
4,2.5,Bb1,0.25,95,,
4,3,Bb1,0.25,105,,
4,3.5,G2,0.25,100,,
4,3.75,C2,0.25,100,,
5,1,C2,0.25,105,,
5,1.5,G2,0.25,100,,
5,1.75,C2,0.25,100,,
5,2,Eb2,0.25,105,,
5,2.5,G2,0.25,100,,
5,3,G2,0.25,105,,
5,3.5,C2,0.25,100,,
5,3.75,G2,0.25,100,,
6,1,Bb1,0.25,100,,
6,1.5,F2,0.25,95,,
6,1.75,Bb1,0.25,95,,
6,2,Eb2,0.25,100,,
6,2.5,G2,0.25,95,,
6,3,C2,0.25,100,,
6,3.5,G2,0.25,95,,
6,3.75,C2,0.25,95,,
7,1,C2,0.25,105,,
7,1.5,G2,0.25,100,,
7,1.75,C2,0.25,100,,
7,2,Eb2,0.25,105,,
7,2.5,G2,0.25,100,,
7,3,C2,0.25,105,,
7,3.5,G2,0.25,100,,
7,3.75,C2,0.25,100,,
8,1,Eb2,0.25,105,,
8,1.5,G2,0.25,100,,
8,1.75,Eb2,0.25,100,,
8,2,G2,0.25,105,,
8,2.5,C2,0.25,100,,
8,3,Eb2,0.25,105,,
8,3.5,G2,0.25,100,,
8,3.75,C2,0.25,100,,
9,1,C2,0.25,110,,
9,1.5,G2,0.25,105,,
9,1.75,C2,0.25,105,,
9,2,C2,0.25,110,,
9,2.5,G2,0.25,105,,
9,3,C2,0.25,110,,
9,3.5,G2,0.25,105,,
9,3.75,C2,0.25,105,,
10,1,C2,0.25,110,,
10,1.5,Eb2,0.25,105,,
10,1.75,C2,0.25,105,,
10,2,G2,0.25,110,,
10,2.5,C2,0.25,105,,
10,3,C2,0.25,110,,
10,3.5,G2,0.25,105,,
10,3.75,C2,0.25,105,,
