measure,beat,pitch,duration,velocity,tie,articulation
1,1,C2,1,100,,tenuto
1,2,G2,1,100,,tenuto
1,3,C2,1,100,,tenuto
1,4,Eb2,1,100,,tenuto
2,1,C2,1,100,,tenuto
2,2,G2,1,100,,tenuto
2,3,C2,1,100,,tenuto
2,4,F2,1,100,,tenuto
3,1,C2,1,100,,tenuto
3,2,Eb2,0.5,98,,tenuto
3,2.5,Eb2,0.5,98,,tenuto
3,3,G2,1,102,,tenuto
3,4,C2,1,100,,tenuto
4,1,C2,0.9,100,,legato
4,2,Eb2,0.9,98,,legato
4,3,D2,1.9,100,,legato
5,1,C2,0.9,100,,legato
5,2,Eb2,0.4,98,,staccato
5,2.5,G2,0.25,102,,staccato
5,3,G2,0.25,102,,staccato
5,3.5,G2,0.9,104,,legato
5,4.5,Eb2,0.4,98,,staccato
6,1,D2,2.9,100,,legato
6,4,D2,0.9,98,,legato
7,1,C2,0.9,100,,legato
7,2,Eb2,0.4,98,,staccato
7,2.5,G2,0.4,102,,staccato
7,3,C2,0.25,100,,staccato
7,3.5,C2,0.4,100,,staccato
7,4,G2,0.25,102,,staccato
7,4.5,G2,0.4,102,,staccato
8,1,Eb2,0.25,98,,staccato
8,1.5,Eb2,0.4,98,,staccato
8,2,G2,0.25,102,,staccato
8,2.5,G2,0.4,102,,staccato
8,3,Eb2,0.25,98,,staccato
8,3.5,Eb2,0.4,98,,staccato
8,4,D2,0.25,100,,staccato
8,4.5,C2,0.4,100,,staccato
9,1,C2,2.9,104,,legato
9,4,C2,0.9,100,,legato
10,1,C2,0.9,100,,legato
10,2,Eb2,0.9,98,,legato
10,3,G2,0.9,102,,legato
10,4,G2,0.9,102,,legato
