measure,beat,pitch,duration,velocity,tie,articulation
101,1,C2,0.25,115,,staccato
101,1.25,F#2,0.25,100,,staccato
101,1.5,C2,0.25,100,,staccato
101,1.75,F#2,0.25,100,,staccato
101,2,C2,0.25,115,,staccato
101,2.25,F#2,0.25,100,,staccato
101,2.5,C2,0.25,100,,staccato
101,2.75,F#2,0.25,100,,staccato
101,3,C2,0.25,115,,staccato
101,3.25,F#2,0.25,100,,staccato
101,3.5,C2,0.25,100,,staccato
101,3.75,F#2,0.25,100,,staccato
101,4,C2,0.25,120,,accent
102,1,C2,0.25,115,,staccato
102,1.25,F#2,0.25,100,,staccato
102,1.5,C2,0.25,100,,staccato
102,1.75,F#2,0.25,100,,staccato
102,2,C2,0.25,115,,staccato
102,2.25,F#2,0.25,100,,staccato
102,2.5,C2,0.25,100,,staccato
102,2.75,F#2,0.25,100,,staccato
102,3,C2,0.25,115,,staccato
102,3.25,F#2,0.25,100,,staccato
102,3.5,C2,0.25,100,,staccato
102,3.75,F#2,0.25,100,,staccato
102,4,C2,0.25,120,,accent
103,1,C2,0.25,115,,staccato
103,1.25,F#2,0.25,100,,staccato
103,1.5,C2,0.25,100,,staccato
103,1.75,F#2,0.25,100,,staccato
103,2,C2,0.25,115,,staccato
103,2.25,F#2,0.25,100,,staccato
103,2.5,C2,0.25,100,,staccato
103,2.75,F#2,0.25,100,,staccato
103,3,C2,0.25,115,,staccato
103,3.25,F#2,0.25,100,,staccato
103,3.5,C2,0.25,100,,staccato
103,3.75,F#2,0.25,100,,staccato
103,4,C2,0.25,120,,accent
104,1,C2,0.25,115,,staccato
104,1.25,F#2,0.25,100,,staccato
104,1.5,C2,0.25,100,,staccato
104,1.75,F#2,0.25,100,,staccato
104,2,C2,0.25,115,,staccato
104,2.25,F#2,0.25,100,,staccato
104,2.5,C2,0.25,100,,staccato
104,2.75,F#2,0.25,100,,staccato
104,3,C2,0.25,115,,staccato
104,3.25,F#2,0.25,100,,staccato
104,3.5,C2,0.25,100,,staccato
104,3.75,F#2,0.25,100,,staccato
104,4,C2,0.25,120,,accent
105,1,C2,0.25,115,,staccato
105,1.25,F#2,0.25,100,,staccato
105,1.5,C2,0.25,100,,staccato
105,1.75,F#2,0.25,100,,staccato
105,2,C2,0.25,115,,staccato
105,2.25,F#2,0.25,100,,staccato
105,2.5,C2,0.25,100,,staccato
105,2.75,F#2,0.25,100,,staccato
105,3,C2,0.25,115,,staccato
105,3.25,F#2,0.25,100,,staccato
105,3.5,C2,0.25,100,,staccato
105,3.75,F#2,0.25,100,,staccato
105,4,C2,0.25,120,,accent
106,1,C2,0.25,115,,staccato
106,1.25,F#2,0.25,100,,staccato
106,1.5,C2,0.25,100,,staccato
106,1.75,F#2,0.25,100,,staccato
106,2,C2,0.25,115,,staccato
106,2.25,F#2,0.25,100,,staccato
106,2.5,C2,0.25,100,,staccato
106,2.75,F#2,0.25,100,,staccato
106,3,C2,0.25,115,,staccato
106,3.25,F#2,0.25,100,,staccato
106,3.5,C2,0.25,100,,staccato
106,3.75,F#2,0.25,100,,staccato
106,4,C2,0.25,120,,accent
107,1,C2,0.25,115,,staccato
107,1.25,F#2,0.25,100,,staccato
107,1.5,C2,0.25,100,,staccato
107,1.75,F#2,0.25,100,,staccato
107,2,C2,0.25,115,,staccato
107,2.25,F#2,0.25,100,,staccato
107,2.5,C2,0.25,100,,staccato
107,2.75,F#2,0.25,100,,staccato
107,3,C2,0.25,115,,staccato
107,3.25,F#2,0.25,100,,staccato
107,3.5,C2,0.25,100,,staccato
107,3.75,F#2,0.25,100,,staccato
107,4,C2,0.25,120,,accent
108,1,C2,0.25,115,,staccato
108,1.25,F#2,0.25,100,,staccato
108,1.5,C2,0.25,100,,staccato
108,1.75,F#2,0.25,100,,staccato
108,2,C2,0.25,115,,staccato
108,2.25,F#2,0.25,100,,staccato
108,2.5,C2,0.25,100,,staccato
108,2.75,F#2,0.25,100,,staccato
108,3,C2,0.25,115,,staccato
108,3.25,F#2,0.25,100,,staccato
108,3.5,C2,0.25,100,,staccato
108,3.75,F#2,0.25,100,,staccato
108,4,C2,0.25,120,,accent
109,1,C2,0.25,115,,staccato
109,1.25,F#2,0.25,100,,staccato
109,1.5,C2,0.25,100,,staccato
109,1.75,F#2,0.25,100,,staccato
109,2,C2,0.25,115,,staccato
109,2.25,F#2,0.25,100,,staccato
109,2.5,C2,0.25,100,,staccato
109,2.75,F#2,0.25,100,,staccato
109,3,C2,0.25,115,,staccato
109,3.25,F#2,0.25,100,,staccato
109,3.5,C2,0.25,100,,staccato
109,3.75,F#2,0.25,100,,staccato
109,4,C2,0.25,120,,accent
110,1,C2,0.25,115,,staccato
110,1.25,F#2,0.25,100,,staccato
110,1.5,C2,0.25,100,,staccato
110,1.75,F#2,0.25,100,,staccato
110,2,C2,0.25,115,,staccato
110,2.25,F#2,0.25,100,,staccato
110,2.5,C2,0.25,100,,staccato
110,2.75,F#2,0.25,100,,staccato
110,3,C2,0.25,115,,staccato
110,3.25,F#2,0.25,100,,staccato
110,3.5,C2,0.25,100,,staccato
110,3.75,F#2,0.25,100,,staccato
110,4,C2,0.25,120,,accent
