measure,beat,pitch,duration,velocity,tie,articulation
1,1,C3,4,84,,
2,1,C3,4,84,,
3,1,C3,0.9,84,,legato
3,2,D#3,0.4,84,,staccato
3,2.5,D#3,0.4,84,,staccato
3,3,G3,1.9,88,,legato
4,1,C3,0.9,84,,legato
4,2,D#3,0.9,84,,legato
4,3,D3,1.9,86,,legato
5,1,C3,0.9,84,,legato
5,2,D#3,0.4,84,,staccato
5,2.5,G3,0.25,86,,staccato
5,3,G3,0.25,86,,staccato
5,3.5,G3,0.9,88,,legato
5,4.5,D#3,0.4,84,,staccato
6,1,D3,2.9,86,,legato
6,4,D3,0.9,84,,legato
7,1,C3,0.9,84,,legato
7,2,D#3,0.4,84,,staccato
7,2.5,G3,0.4,86,,staccato
7,3,C3,0.25,84,,staccato
7,3.5,C3,0.4,84,,staccato
7,4,G3,0.25,86,,staccato
7,4.5,G3,0.4,86,,staccato
8,1,D#3,0.25,84,,staccato
8,1.5,D#3,0.4,84,,staccato
8,2,G3,0.25,86,,staccato
8,2.5,G3,0.4,86,,staccato
8,3,D#3,0.25,84,,staccato
8,3.5,D#3,0.4,84,,staccato
8,4,D3,0.25,86,,staccato
8,4.5,C3,0.4,84,,staccato
9,1,C3,2.9,88,,legato
9,4,C3,0.9,84,,legato
10,1,C3,0.9,84,,legato
10,2,D#3,0.9,84,,legato
10,3,G3,0.9,88,,legato
10,4,G3,0.9,88,,legato
