measure,beat,pitch,duration,velocity,tie,articulation
101,1,C3,2.9,86,,legato
101,4,C3,0.9,86,,legato
102,1,Bb2,0.9,86,,legato
102,2,Bb2,0.4,86,,legato
102,2.5,C3,0.4,86,,legato
102,3,Bb2,0.25,86,,legato
102,3.5,C3,0.4,86,,legato
102,4,Eb3,0.25,86,,legato
102,4.5,C3,0.4,86,,legato
103,1,Bb2,0.25,86,,legato
103,1.5,C3,0.4,86,,legato
103,2,Eb3,0.25,86,,legato
103,2.5,Bb2,0.4,86,,legato
103,3,C3,0.25,86,,legato
103,3.5,C3,0.4,86,,legato
103,4,C3,0.25,86,,legato
103,4.5,G2,0.4,86,,legato
104,1,C3,2.9,86,,legato
104,4,Eb3,0.9,86,,legato
105,1,C3,0.9,86,,legato
105,2,G2,0.9,86,,legato
105,3,Eb3,0.9,86,,legato
105,4,C3,0.9,86,,legato
106,1,C3,1.9,86,,legato
106,3,Eb3,1.9,86,,legato
107,1,Bb2,1.9,86,,legato
107,3,C3,1.9,86,,legato
108,1,G2,1.9,86,,legato
108,3,Eb3,0.25,86,,legato
108,3.5,Bb2,0.25,86,,legato
108,4,C3,0.9,86,,legato
109,1,C3,1.9,86,,legato
109,3,G2,1.9,86,,legato
110,1,Eb3,1.9,86,,legato
110,3,C3,1.9,86,,legato
