measure,beat,pitch,duration,velocity,tie,articulation
71,1,C2,0.25,115,,staccato
71,1.25,F#2,0.25,100,,staccato
71,1.5,C2,0.25,100,,staccato
71,1.75,F#2,0.25,100,,staccato
71,2,C2,0.25,115,,staccato
71,2.25,F#2,0.25,100,,staccato
71,2.5,C2,0.25,100,,staccato
71,2.75,F#2,0.25,100,,staccato
71,3,C2,0.25,115,,staccato
71,3.25,F#2,0.25,100,,staccato
71,3.5,C2,0.25,100,,staccato
71,3.75,F#2,0.25,100,,staccato
71,4,C2,0.25,120,,accent
72,1,C2,0.25,115,,staccato
72,1.25,F#2,0.25,100,,staccato
72,1.5,C2,0.25,100,,staccato
72,1.75,F#2,0.25,100,,staccato
72,2,C2,0.25,115,,staccato
72,2.25,F#2,0.25,100,,staccato
72,2.5,C2,0.25,100,,staccato
72,2.75,F#2,0.25,100,,staccato
72,3,C2,0.25,115,,staccato
72,3.25,F#2,0.25,100,,staccato
72,3.5,C2,0.25,100,,staccato
72,3.75,F#2,0.25,100,,staccato
72,4,C2,0.25,120,,accent
73,1,C2,0.25,115,,staccato
73,1.25,F#2,0.25,100,,staccato
73,1.5,C2,0.25,100,,staccato
73,1.75,F#2,0.25,100,,staccato
73,2,C2,0.25,115,,staccato
73,2.25,F#2,0.25,100,,staccato
73,2.5,C2,0.25,100,,staccato
73,2.75,F#2,0.25,100,,staccato
73,3,C2,0.25,115,,staccato
73,3.25,F#2,0.25,100,,staccato
73,3.5,C2,0.25,100,,staccato
73,3.75,F#2,0.25,100,,staccato
73,4,C2,0.25,120,,accent
74,1,C2,0.25,115,,staccato
74,1.25,F#2,0.25,100,,staccato
74,1.5,C2,0.25,100,,staccato
74,1.75,F#2,0.25,100,,staccato
74,2,C2,0.25,115,,staccato
74,2.25,F#2,0.25,100,,staccato
74,2.5,C2,0.25,100,,staccato
74,2.75,F#2,0.25,100,,staccato
74,3,C2,0.25,115,,staccato
74,3.25,F#2,0.25,100,,staccato
74,3.5,C2,0.25,100,,staccato
74,3.75,F#2,0.25,100,,staccato
74,4,C2,0.25,120,,accent
75,1,C2,0.25,115,,staccato
75,1.25,F#2,0.25,100,,staccato
75,1.5,C2,0.25,100,,staccato
75,1.75,F#2,0.25,100,,staccato
75,2,C2,0.25,115,,staccato
75,2.25,F#2,0.25,100,,staccato
75,2.5,C2,0.25,100,,staccato
75,2.75,F#2,0.25,100,,staccato
75,3,C2,0.25,115,,staccato
75,3.25,F#2,0.25,100,,staccato
75,3.5,C2,0.25,100,,staccato
75,3.75,F#2,0.25,100,,staccato
75,4,C2,0.25,120,,accent
76,1,C2,0.25,115,,staccato
76,1.25,F#2,0.25,100,,staccato
76,1.5,C2,0.25,100,,staccato
76,1.75,F#2,0.25,100,,staccato
76,2,C2,0.25,115,,staccato
76,2.25,F#2,0.25,100,,staccato
76,2.5,C2,0.25,100,,staccato
76,2.75,F#2,0.25,100,,staccato
76,3,C2,0.25,115,,staccato
76,3.25,F#2,0.25,100,,staccato
76,3.5,C2,0.25,100,,staccato
76,3.75,F#2,0.25,100,,staccato
76,4,C2,0.25,120,,accent
77,1,C2,0.25,115,,staccato
77,1.25,F#2,0.25,100,,staccato
77,1.5,C2,0.25,100,,staccato
77,1.75,F#2,0.25,100,,staccato
77,2,C2,0.25,115,,staccato
77,2.25,F#2,0.25,100,,staccato
77,2.5,C2,0.25,100,,staccato
77,2.75,F#2,0.25,100,,staccato
77,3,C2,0.25,115,,staccato
77,3.25,F#2,0.25,100,,staccato
77,3.5,C2,0.25,100,,staccato
77,3.75,F#2,0.25,100,,staccato
77,4,C2,0.25,120,,accent
78,1,C2,0.25,115,,staccato
78,1.25,F#2,0.25,100,,staccato
78,1.5,C2,0.25,100,,staccato
78,1.75,F#2,0.25,100,,staccato
78,2,C2,0.25,115,,staccato
78,2.25,F#2,0.25,100,,staccato
78,2.5,C2,0.25,100,,staccato
78,2.75,F#2,0.25,100,,staccato
78,3,C2,0.25,115,,staccato
78,3.25,F#2,0.25,100,,staccato
78,3.5,C2,0.25,100,,staccato
78,3.75,F#2,0.25,100,,staccato
78,4,C2,0.25,120,,accent
79,1,C2,0.25,115,,staccato
79,1.25,F#2,0.25,100,,staccato
79,1.5,C2,0.25,100,,staccato
79,1.75,F#2,0.25,100,,staccato
79,2,C2,0.25,115,,staccato
79,2.25,F#2,0.25,100,,staccato
79,2.5,C2,0.25,100,,staccato
79,2.75,F#2,0.25,100,,staccato
79,3,C2,0.25,115,,staccato
79,3.25,F#2,0.25,100,,staccato
79,3.5,C2,0.25,100,,staccato
79,3.75,F#2,0.25,100,,staccato
79,4,C2,0.25,120,,accent
80,1,C2,0.25,115,,staccato
80,1.25,F#2,0.25,100,,staccato
80,1.5,C2,0.25,100,,staccato
80,1.75,F#2,0.25,100,,staccato
80,2,C2,0.25,115,,staccato
80,2.25,F#2,0.25,100,,staccato
80,2.5,C2,0.25,100,,staccato
80,2.75,F#2,0.25,100,,staccato
80,3,C2,0.25,115,,staccato
80,3.25,F#2,0.25,100,,staccato
80,3.5,C2,0.25,100,,staccato
80,3.75,F#2,0.25,100,,staccato
80,4,C2,0.25,120,,accent
