measure,beat,pitch,duration,velocity,tie,articulation
101,1,Bb1,0.25,100,,tenuto
101,1.5,Eb2,0.25,100,,tenuto
101,1.75,Bb1,0.25,100,,tenuto
101,2.25,G1,0.25,100,,tenuto
101,2.5,Eb2,0.25,100,,tenuto
101,3,Bb1,0.25,100,,tenuto
101,3.5,G1,0.25,100,,tenuto
101,3.75,Bb1,0.25,100,,tenuto
101,4,C2,0.25,100,,tenuto
101,4.5,Eb2,0.25,100,,tenuto
102,1,G1,0.25,100,,tenuto
102,1.5,Bb1,0.25,100,,tenuto
102,1.75,G1,0.25,100,,tenuto
102,2.25,C2,0.25,100,,tenuto
102,2.5,Eb2,0.25,100,,tenuto
102,3,Bb1,0.25,100,,tenuto
102,3.5,Eb2,0.25,100,,tenuto
102,3.75,Bb1,0.25,100,,tenuto
102,4,D2,0.25,100,,tenuto
102,4.5,Eb2,0.25,100,,tenuto
103,1,C2,0.25,100,,tenuto
103,1.5,Eb2,0.25,100,,tenuto
103,1.75,C2,0.25,100,,tenuto
103,2.25,G1,0.25,100,,tenuto
103,2.5,Bb1,0.25,100,,tenuto
103,3,Eb2,0.25,100,,tenuto
103,3.5,G1,0.25,100,,tenuto
103,3.75,Bb1,0.25,100,,tenuto
103,4,C2,0.25,100,,tenuto
103,4.5,Eb2,0.25,100,,tenuto
104,1,Eb2,0.25,100,,tenuto
104,1.5,Bb1,0.25,100,,tenuto
104,1.75,Eb2,0.25,100,,tenuto
104,2.25,G1,0.25,100,,tenuto
104,2.5,Bb1,0.25,100,,tenuto
104,3,Eb2,0.25,100,,tenuto
104,3.5,G1,0.25,100,,tenuto
104,3.75,Bb1,0.25,100,,tenuto
104,4,C2,0.25,100,,tenuto
104,4.5,Eb2,0.25,100,,tenuto
105,1,G1,0.25,100,,tenuto
105,1.5,G1,0.25,100,,tenuto
105,1.75,D2,0.25,100,,tenuto
105,2.25,Eb2,0.25,100,,tenuto
105,2.5,G1,0.25,100,,tenuto
105,3,C2,0.25,100,,tenuto
105,3.5,C2,0.25,100,,tenuto
105,3.75,G2,0.25,100,,tenuto
105,4,D2,0.25,100,,tenuto
105,4.5,Eb2,0.25,100,,tenuto
106,1,Eb2,0.25,100,,tenuto
106,1.5,Bb1,0.25,100,,tenuto
106,1.75,Eb2,0.25,100,,tenuto
106,2.25,G1,0.25,100,,tenuto
106,2.5,Bb1,0.25,100,,tenuto
106,3,C2,0.25,100,,tenuto
106,3.5,Bb1,0.25,100,,tenuto
106,3.75,G2,0.25,100,,tenuto
106,4,D2,0.25,100,,tenuto
106,4.5,Eb2,0.25,100,,tenuto
107,1,D2,0.25,100,,tenuto
107,1.5,D2,0.25,100,,tenuto
107,1.75,Bb1,0.25,100,,tenuto
107,2.25,G1,0.25,100,,tenuto
107,2.5,D2,0.25,100,,tenuto
107,3,C2,0.25,100,,tenuto
107,3.5,C2,0.25,100,,tenuto
107,3.75,Bb1,0.25,100,,tenuto
107,4,D2,0.25,100,,tenuto
107,4.5,G1,0.25,100,,tenuto
108,1,C2,0.25,100,,tenuto
108,1.5,D2,0.25,100,,tenuto
108,1.75,Eb2,0.25,100,,tenuto
108,2.25,D2,0.25,100,,tenuto
108,2.5,Bb1,0.25,100,,tenuto
108,3,C2,0.25,100,,tenuto
108,3.5,Bb1,0.25,100,,tenuto
108,3.75,G2,0.25,100,,tenuto
108,4,D2,0.25,100,,tenuto
108,4.5,Eb2,0.25,100,,tenuto
109,1,C2,0.25,100,,tenuto
109,1.5,Eb2,0.25,100,,tenuto
109,1.75,C2,0.25,100,,tenuto
109,2.25,G1,0.25,100,,tenuto
109,2.5,Bb1,0.25,100,,tenuto
109,3,C2,0.25,100,,tenuto
109,3.5,G1,0.25,100,,tenuto
109,3.75,D2,0.25,100,,tenuto
109,4,C2,0.25,100,,tenuto
109,4.5,D2,0.25,100,,tenuto
110,1,G1,0.25,100,,tenuto
110,1.5,Bb1,0.25,100,,tenuto
110,1.75,Eb2,0.25,100,,tenuto
110,2.25,G1,0.25,100,,tenuto
110,2.5,Bb1,0.25,100,,tenuto
110,3,C2,0.25,100,,tenuto
110,3.5,Bb1,0.25,100,,tenuto
110,3.75,G2,0.25,100,,tenuto
110,4,D2,0.25,100,,tenuto
110,4.5,Eb2,0.25,100,,tenuto
