measure,beat,pitch,duration,velocity,tie,articulation
111,1,Bb3,2.9,96,,
111,4,Bb3,0.9,96,,
112,1,Bb3,0.9,96,,
112,2,Eb4,0.9,96,,
112,3,G4,0.9,96,,
112,4,Bb3,0.9,96,,
113,1,Bb3,1.9,96,,
113,3,Eb4,1.9,96,,
114,1,Bb3,1.9,96,,
114,3,Eb4,1.9,96,,
115,1,G4,1.9,96,,
115,3,Bb4,0.25,96,,
115,3.5,G4,0.25,96,,
115,4,Eb4,0.9,96,,
116,1,G4,1.9,96,,
116,3,Bb3,1.9,96,,
117,1,Eb4,1.9,96,,
117,3,Eb4,1.9,96,,
118,1,F4,0.25,96,,
118,1.5,Eb4,0.4,96,,
118,2,Bb3,1.9,96,,
119,1,Bb3,1.9,96,,
119,3,Eb4,1.9,96,,
120,1,G4,0.9,96,,
120,2,Bb3,1.9,96,,
120,4,Bb3,0.9,96,,
