measure,beat,pitch,duration,velocity,tie,articulation
131,1,Eb2,1.9,100,,legato
131,3,C2,1.9,100,,legato
132,1,G1,1.9,100,,legato
132,3,C2,0.25,100,,legato
132,3.5,Bb1,0.25,100,,legato
132,4,C2,0.9,100,,legato
133,1,G1,1.9,100,,legato
133,3,Eb2,1.9,100,,legato
134,1,C2,1.9,100,,legato
134,3,G1,1.9,100,,legato
135,1,D2,0.25,100,,legato
135,1.5,C2,0.4,100,,legato
135,2,G1,1.9,100,,legato
136,1,D2,1.9,100,,legato
136,3,C2,1.9,100,,legato
137,1,Bb1,0.9,100,,legato
137,2,G1,1.9,100,,legato
137,4,C2,0.9,100,,legato
138,1,C2,3.9,100,,legato
139,1,rest,4,80,,
140,1,rest,4,80,,
