measure,beat,pitch,duration,velocity,tie,articulation
61,1,A2,2.9,76,,tenuto
61,4,G2,0.9,76,,tenuto
62,1,G2,0.9,76,,tenuto
62,2,Bb2,0.4,76,,tenuto
62,2.5,D3,0.4,76,,tenuto
62,3,G2,0.25,76,,tenuto
62,3.5,A2,0.4,76,,tenuto
62,4,D3,0.25,76,,tenuto
62,4.5,G2,0.4,76,,tenuto
63,1,Bb2,0.25,76,,tenuto
63,1.5,D3,0.4,76,,tenuto
63,2,D3,0.25,76,,tenuto
63,2.5,Bb2,0.4,76,,tenuto
63,3,G2,0.25,76,,tenuto
63,3.5,A2,0.4,76,,tenuto
63,4,G2,0.25,76,,tenuto
63,4.5,D2,0.4,76,,tenuto
64,1,G2,2.9,76,,tenuto
64,4,G2,0.9,76,,tenuto
65,1,G2,0.9,76,,tenuto
65,2,Bb2,0.9,76,,tenuto
65,3,D3,0.9,76,,tenuto
65,4,G2,0.9,76,,tenuto
66,1,D3,1.9,76,,tenuto
66,3,Bb2,1.9,76,,tenuto
67,1,A2,1.9,76,,tenuto
67,3,G2,1.9,76,,tenuto
68,1,Bb2,1.9,76,,tenuto
68,3,D3,0.25,76,,tenuto
68,3.5,A2,0.25,76,,tenuto
68,4,G2,0.9,76,,tenuto
69,1,Bb2,1.9,76,,tenuto
69,3,A2,1.9,76,,tenuto
70,1,G2,1.9,76,,tenuto
70,3,Bb2,1.9,76,,tenuto
