measure,beat,pitch,duration,velocity,tie,articulation
11,1,G3,1.9,90,,
11,3,Bb3,1.9,90,,
12,1,D4,1.9,90,,
12,3,G3,1.9,90,,
13,1,Bb3,1.9,90,,
13,3,D4,0.25,90,,
13,3.5,G4,0.25,90,,
13,4,G3,0.9,90,,
14,1,Bb3,1.9,90,,
14,3,D4,1.9,90,,
15,1,G3,1.9,90,,
15,3,Bb3,1.9,90,,
16,1,D4,0.25,90,,
16,1.5,Bb3,0.4,90,,
16,2,G3,1.9,90,,
17,1,Bb3,1.9,90,,
17,3,G3,1.9,90,,
18,1,D4,0.9,90,,
18,2,B3,1.9,90,,
18,4,G3,0.9,90,,
19,1,G3,3.9,90,,
20,1,G3,0.9,90,,
20,2,Bb3,0.4,90,,
20,2.5,G3,0.4,90,,
20,3,D4,1.9,90,,
