measure,beat,pitch,duration,velocity,tie,articulation
51,1,C3,0.25,112,,accent
51,1.5,F#2,0.25,100,,
51,1.75,D#3,0.25,100,,
51,2,C3,0.25,105,,
51,2.5,D4,0.25,100,,
51,3,C3,0.25,112,,
51,3.5,F#2,0.25,100,,
51,3.75,E3,0.25,100,,
52,1,C3,0.25,112,,accent
52,1.5,D#3,0.25,100,,
52,1.75,G#6,0.25,100,,
52,2,D4,0.25,105,,
52,2.5,E3,0.25,100,,
52,3,C3,0.25,112,,
52,3.5,E3,0.25,100,,
52,3.75,G#6,0.25,100,,
53,1,C3,0.25,112,,accent
53,1.5,E3,0.25,100,,
53,1.75,D#3,0.25,100,,
53,2,D#3,0.25,105,,
53,2.5,D4,0.25,100,,
53,3,C3,0.25,112,,
53,3.5,F#2,0.25,100,,
53,3.75,D#3,0.25,100,,
54,1,C3,0.25,113,,accent
54,1.5,D#3,0.25,100,,
54,1.75,E3,0.25,100,,
54,2.25,D#3,0.25,100,,
54,2.5,F#2,0.25,100,,
54,3,C3,0.25,112,,
54,3.5,F#2,0.25,100,,
54,3.75,D4,0.25,100,,
55,1,C3,0.25,112,,accent
55,1.5,F#2,0.25,100,,
55,1.75,D#3,0.25,100,,
55,2,D#3,0.25,105,,
55,2.5,D4,0.25,100,,
55,3,C3,0.25,112,,
55,3.5,F#2,0.25,100,,
55,3.75,E3,0.25,100,,
56,1,C3,0.25,112,,accent
56,1.5,D4,0.25,100,,
56,1.75,E3,0.25,100,,
56,2.25,D#3,0.25,100,,
56,2.5,F#2,0.25,100,,
56,3,C3,0.25,112,,
56,3.5,F#2,0.25,100,,
56,3.75,G#6,0.25,100,,
57,1,C3,0.25,112,,accent
57,1.5,C3,0.25,100,,
57,1.75,G3,0.25,100,,
57,2,D#3,0.25,105,,
57,2.5,G3,0.25,100,,
57,3,C3,0.25,112,,
57,3.5,C3,0.25,100,,
57,3.75,G4,0.25,100,,
58,1,C3,0.25,112,,accent
58,1.5,D#3,0.25,100,,
58,1.75,E3,0.25,100,,
58,2.25,D#3,0.25,100,,
58,2.5,F#2,0.25,100,,
58,3,C3,0.25,112,,
58,3.5,F#2,0.25,100,,
58,3.75,D4,0.25,100,,
59,1,C3,0.25,112,,accent
59,1.5,C3,0.25,100,,
59,1.75,D#3,0.25,100,,
59,2,D#3,0.25,105,,
59,2.5,D4,0.25,100,,
59,3,C3,0.25,112,,
59,3.5,F#2,0.25,100,,
59,3.75,E3,0.25,100,,
60,1,C3,0.25,112,,accent
60,1.5,D#3,0.25,100,,
60,1.75,E3,0.25,100,,
60,2.25,D#3,0.25,100,,
60,2.5,F#2,0.25,100,,
60,3,C3,0.25,112,,
60,3.5,F#2,0.25,100,,
60,3.75,D4,0.25,100,,
