measure,beat,pitch,duration,velocity,tie,articulation
1,1,rest,4,80,,
2,1,rest,4,80,,
3,1,C4,0.9,90,,
3,2,Eb4,0.4,90,,
3,2.5,D4,0.4,90,,
3,3,G4,1.9,95,,
4,1,C4,0.9,90,,
4,2,Eb4,0.9,90,,
4,3,C4,1.9,95,,
5,1,C4,0.9,90,,
5,2,Eb4,0.4,90,,
5,2.5,G4,0.25,95,,
5,3,F4,0.25,90,,
5,3.5,G4,0.9,95,,
5,4.5,Eb4,0.4,90,,
6,1,D4,2.9,90,,
6,4,C4,0.9,90,,
7,1,C4,0.9,90,,
7,2,Eb4,0.4,90,,
7,2.5,G4,0.4,95,,
7,3,C4,0.25,90,,
7,3.5,B3,0.4,90,,
7,4,G4,0.25,95,,
7,4.5,Eb4,0.4,90,,
8,1,Eb4,0.25,90,,
8,1.5,F4,0.4,90,,
8,2,G4,0.25,95,,
8,2.5,F4,0.4,90,,
8,3,Eb4,0.25,90,,
8,3.5,D4,0.4,90,,
8,4,C4,0.25,90,,
8,4.5,B3,0.4,90,,
9,1,B3,2.9,85,,
9,4,G3,0.9,85,,
10,1,G3,0.9,85,,
10,2,Bb3,0.9,85,,
10,3,D4,0.9,90,,
10,4,G3,0.9,85,,
