measure,beat,pitch,duration,velocity,tie,articulation
111,1,C3,0.25,122,,accent
111,1.25,F#2,0.25,100,,staccato
111,1.5,D#3,0.25,100,,staccato
111,1.75,F#2,0.25,100,,staccato
111,2,C3,0.25,110,,accent
111,2.25,F#2,0.25,100,,staccato
111,2.5,D4,0.25,100,,staccato
111,2.75,F#2,0.25,100,,staccato
111,3,C3,0.25,122,,accent
111,3.25,G#6,0.25,100,,staccato
111,3.5,D#3,0.25,100,,staccato
111,3.75,F#2,0.25,100,,staccato
111,4,C3,0.25,120,,accent
111,4.25,F#2,0.25,100,,staccato
111,4.5,D4,0.25,100,,staccato
111,4.75,F#2,0.25,100,,staccato
112,1,C3,0.25,122,,accent
112,1.25,F#2,0.25,100,,staccato
112,1.5,D#3,0.25,100,,staccato
112,1.75,F#2,0.25,100,,staccato
112,2,C3,0.25,110,,accent
112,2.25,F#2,0.25,100,,staccato
112,2.5,D4,0.25,100,,staccato
112,2.75,F#2,0.25,100,,staccato
112,3,C3,0.25,122,,accent
112,3.25,G#6,0.25,100,,staccato
112,3.5,D#3,0.25,100,,staccato
112,3.75,F#2,0.25,100,,staccato
112,4,C3,0.25,120,,accent
112,4.25,F#2,0.25,100,,staccato
112,4.5,D4,0.25,100,,staccato
112,4.75,F#2,0.25,100,,staccato
113,1,C3,0.25,122,,accent
113,1.25,F#2,0.25,100,,staccato
113,1.5,D#3,0.25,100,,staccato
113,1.75,F#2,0.25,100,,staccato
113,2,C3,0.25,110,,accent
113,2.25,F#2,0.25,100,,staccato
113,2.5,D4,0.25,100,,staccato
113,2.75,F#2,0.25,100,,staccato
113,3,C3,0.25,122,,accent
113,3.25,G#6,0.25,100,,staccato
113,3.5,D#3,0.25,100,,staccato
113,3.75,F#2,0.25,100,,staccato
113,4,C3,0.25,120,,accent
113,4.25,F#2,0.25,100,,staccato
113,4.5,D4,0.25,100,,staccato
113,4.75,F#2,0.25,100,,staccato
114,1,C3,0.25,122,,accent
114,1.25,F#2,0.25,100,,staccato
114,1.5,D#3,0.25,100,,staccato
114,1.75,F#2,0.25,100,,staccato
114,2,C3,0.25,110,,accent
114,2.25,F#2,0.25,100,,staccato
114,2.5,D4,0.25,100,,staccato
114,2.75,F#2,0.25,100,,staccato
114,3,C3,0.25,122,,accent
114,3.25,G#6,0.25,100,,staccato
114,3.5,D#3,0.25,100,,staccato
114,3.75,F#2,0.25,100,,staccato
114,4,C3,0.25,120,,accent
114,4.25,F#2,0.25,100,,staccato
114,4.5,D4,0.25,100,,staccato
114,4.75,F#2,0.25,100,,staccato
115,1,C3,0.25,122,,accent
115,1.25,F#2,0.25,100,,staccato
115,1.5,D#3,0.25,100,,staccato
115,1.75,F#2,0.25,100,,staccato
115,2,C3,0.25,110,,accent
115,2.25,F#2,0.25,100,,staccato
115,2.5,D4,0.25,100,,staccato
115,2.75,F#2,0.25,100,,staccato
115,3,C3,0.25,122,,accent
115,3.25,G#6,0.25,100,,staccato
115,3.5,D#3,0.25,100,,staccato
115,3.75,F#2,0.25,100,,staccato
115,4,C3,0.25,120,,accent
115,4.25,F#2,0.25,100,,staccato
115,4.5,D4,0.25,100,,staccato
115,4.75,F#2,0.25,100,,staccato
116,1,C3,0.25,122,,accent
116,1.25,F#2,0.25,100,,staccato
116,1.5,D#3,0.25,100,,staccato
116,1.75,F#2,0.25,100,,staccato
116,2,C3,0.25,110,,accent
116,2.25,F#2,0.25,100,,staccato
116,2.5,D4,0.25,100,,staccato
116,2.75,F#2,0.25,100,,staccato
116,3,C3,0.25,122,,accent
116,3.25,G#6,0.25,100,,staccato
116,3.5,D#3,0.25,100,,staccato
116,3.75,F#2,0.25,100,,staccato
116,4,C3,0.25,120,,accent
116,4.25,F#2,0.25,100,,staccato
116,4.5,D4,0.25,100,,staccato
116,4.75,F#2,0.25,100,,staccato
117,1,C3,0.25,122,,accent
117,1.25,F#2,0.25,100,,staccato
117,1.5,D#3,0.25,100,,staccato
117,1.75,F#2,0.25,100,,staccato
117,2,C3,0.25,110,,accent
117,2.25,F#2,0.25,100,,staccato
117,2.5,D4,0.25,100,,staccato
117,2.75,F#2,0.25,100,,staccato
117,3,C3,0.25,122,,accent
117,3.25,G#6,0.25,100,,staccato
117,3.5,D#3,0.25,100,,staccato
117,3.75,F#2,0.25,100,,staccato
117,4,C3,0.25,120,,accent
117,4.25,F#2,0.25,100,,staccato
117,4.5,D4,0.25,100,,staccato
117,4.75,F#2,0.25,100,,staccato
118,1,C3,0.25,122,,accent
118,1.25,F#2,0.25,100,,staccato
118,1.5,D#3,0.25,100,,staccato
118,1.75,F#2,0.25,100,,staccato
118,2,C3,0.25,110,,accent
118,2.25,F#2,0.25,100,,staccato
118,2.5,D4,0.25,100,,staccato
118,2.75,F#2,0.25,100,,staccato
118,3,C3,0.25,122,,accent
118,3.25,G#6,0.25,100,,staccato
118,3.5,D#3,0.25,100,,staccato
118,3.75,F#2,0.25,100,,staccato
118,4,C3,0.25,120,,accent
118,4.25,F#2,0.25,100,,staccato
118,4.5,D4,0.25,100,,staccato
118,4.75,F#2,0.25,100,,staccato
119,1,C3,0.25,122,,accent
119,1.25,F#2,0.25,100,,staccato
119,1.5,D#3,0.25,100,,staccato
119,1.75,F#2,0.25,100,,staccato
119,2,C3,0.25,110,,accent
119,2.25,F#2,0.25,100,,staccato
119,2.5,D4,0.25,100,,staccato
119,2.75,F#2,0.25,100,,staccato
119,3,C3,0.25,122,,accent
119,3.25,G#6,0.25,100,,staccato
119,3.5,D#3,0.25,100,,staccato
119,3.75,F#2,0.25,100,,staccato
119,4,C3,0.25,120,,accent
119,4.25,F#2,0.25,100,,staccato
119,4.5,D4,0.25,100,,staccato
119,4.75,F#2,0.25,100,,staccato
120,1,C3,0.25,122,,accent
120,1.25,F#2,0.25,100,,staccato
120,1.5,D#3,0.25,100,,staccato
120,1.75,F#2,0.25,100,,staccato
120,2,C3,0.25,110,,accent
120,2.25,F#2,0.25,100,,staccato
120,2.5,D4,0.25,100,,staccato
120,2.75,F#2,0.25,100,,staccato
120,3,C3,0.25,122,,accent
120,3.25,G#6,0.25,100,,staccato
120,3.5,D#3,0.25,100,,staccato
120,3.75,F#2,0.25,100,,staccato
120,4,C3,0.25,120,,accent
120,4.25,F#2,0.25,100,,staccato
120,4.5,D4,0.25,100,,staccato
120,4.75,F#2,0.25,100,,staccato
