measure,beat,pitch,duration,velocity,tie,articulation
1,1,rest,4,80,,
2,1,rest,4,80,,
3,1,C4,0.9,96,,legato
3,2,D#4,0.4,96,,staccato
3,2.5,D#4,0.4,96,,staccato
3,3,G4,1.9,100,,legato
4,1,C4,0.9,96,,legato
4,2,D#4,0.9,96,,legato
4,3,D4,1.9,96,,legato
5,1,C4,0.9,96,,legato
5,2,D#4,0.4,96,,staccato
5,2.5,G4,0.25,96,,staccato
5,3,G4,0.25,96,,staccato
5,3.5,G4,0.9,100,,legato
5,4.5,D#4,0.4,96,,staccato
6,1,D4,2.9,100,,legato
6,4,D4,0.9,96,,legato
7,1,C4,0.9,96,,legato
7,2,D#4,0.4,96,,staccato
7,2.5,G4,0.4,96,,staccato
7,3,C4,0.25,96,,staccato
7,3.5,C4,0.4,96,,staccato
7,4,G4,0.25,96,,staccato
7,4.5,G4,0.4,96,,staccato
8,1,D#4,0.25,96,,staccato
8,1.5,D#4,0.4,96,,staccato
8,2,G4,0.25,96,,staccato
8,2.5,G4,0.4,96,,staccato
8,3,D#4,0.25,96,,staccato
8,3.5,D#4,0.4,96,,staccato
8,4,D4,0.25,96,,staccato
8,4.5,C4,0.4,96,,staccato
9,1,C4,2.9,100,,legato
9,4,C4,0.9,96,,legato
10,1,C4,0.9,96,,legato
10,2,D#4,0.9,96,,legato
10,3,G4,0.9,100,,legato
10,4,G4,0.9,100,,legato
