measure,beat,pitch,duration,velocity,tie,articulation
31,1,C3,0.25,112,,accent
31,1.5,F#2,0.25,100,,
31,1.75,D#3,0.25,100,,
31,2,C3,0.25,105,,
31,2.5,D4,0.25,100,,
31,3,C3,0.25,112,,
31,3.5,F#2,0.25,100,,
31,3.75,E3,0.25,100,,
32,1,C3,0.25,112,,accent
32,1.5,D#3,0.25,100,,
32,1.75,G#6,0.25,100,,
32,2,D4,0.25,105,,
32,2.5,E3,0.25,100,,
32,3,C3,0.25,112,,
32,3.5,E3,0.25,100,,
32,3.75,G#6,0.25,100,,
33,1,C3,0.25,112,,accent
33,1.5,E3,0.25,100,,
33,1.75,D#3,0.25,100,,
33,2,D#3,0.25,105,,
33,2.5,D4,0.25,100,,
33,3,C3,0.25,112,,
33,3.5,F#2,0.25,100,,
33,3.75,D#3,0.25,100,,
34,1,C3,0.25,113,,accent
34,1.5,D#3,0.25,100,,
34,1.75,E3,0.25,100,,
34,2.25,D#3,0.25,100,,
34,2.5,F#2,0.25,100,,
34,3,C3,0.25,112,,
34,3.5,F#2,0.25,100,,
34,3.75,D4,0.25,100,,
35,1,C3,0.25,112,,accent
35,1.5,F#2,0.25,100,,
35,1.75,D#3,0.25,100,,
35,2,D#3,0.25,105,,
35,2.5,D4,0.25,100,,
35,3,C3,0.25,112,,
35,3.5,F#2,0.25,100,,
35,3.75,E3,0.25,100,,
36,1,C3,0.25,112,,accent
36,1.5,D4,0.25,100,,
36,1.75,E3,0.25,100,,
36,2.25,D#3,0.25,100,,
36,2.5,F#2,0.25,100,,
36,3,C3,0.25,112,,
36,3.5,F#2,0.25,100,,
36,3.75,G#6,0.25,100,,
37,1,C3,0.25,112,,accent
37,1.5,C3,0.25,100,,
37,1.75,G3,0.25,100,,
37,2,D#3,0.25,105,,
37,2.5,G3,0.25,100,,
37,3,C3,0.25,112,,
37,3.5,C3,0.25,100,,
37,3.75,G4,0.25,100,,
38,1,C3,0.25,112,,accent
38,1.5,D#3,0.25,100,,
38,1.75,E3,0.25,100,,
38,2.25,D#3,0.25,100,,
38,2.5,F#2,0.25,100,,
38,3,C3,0.25,112,,
38,3.5,F#2,0.25,100,,
38,3.75,D4,0.25,100,,
39,1,C3,0.25,112,,accent
39,1.5,C3,0.25,100,,
39,1.75,D#3,0.25,100,,
39,2,D#3,0.25,105,,
39,2.5,D4,0.25,100,,
39,3,C3,0.25,112,,
39,3.5,F#2,0.25,100,,
39,3.75,E3,0.25,100,,
40,1,C3,0.25,112,,accent
40,1.5,D#3,0.25,100,,
40,1.75,E3,0.25,100,,
40,2,D#3,0.25,105,,
40,2.5,G4,0.25,100,,
40,3,C3,0.25,112,,
40,3.5,G4,0.25,100,,
40,3.75,G4,0.25,100,,
