measure,beat,pitch,duration,velocity,tie,articulation
11,1,G4,1.9,96,,legato
11,3,D#4,1.9,96,,legato
12,1,D4,1.9,96,,legato
12,3,C4,1.9,96,,legato
13,1,D#4,1.9,96,,legato
13,3,G4,0.25,96,,staccato
13,3.5,G4,0.25,96,,staccato
13,4,G4,0.9,100,,legato
14,1,D#4,1.9,96,,legato
14,3,D4,1.9,96,,legato
15,1,C4,1.9,96,,legato
15,3,D#4,1.9,96,,legato
16,1,D4,0.25,96,,staccato
16,1.5,D4,0.4,96,,staccato
16,2,D#4,1.9,96,,legato
17,1,D4,1.9,96,,legato
17,3,C4,1.9,96,,legato
18,1,B3,0.9,96,,legato
18,2,B3,1.9,96,,legato
18,4,C4,0.9,96,,legato
19,1,C4,3.9,96,,legato
20,1,C4,0.9,96,,legato
20,2,D#4,0.4,96,,staccato
20,2.5,D#4,0.4,96,,staccato
20,3,G4,1.9,100,,legato
