measure,beat,pitch,duration,velocity,tie,articulation
51,1,Bb2,1.9,76,,tenuto
51,3,D3,0.25,76,,tenuto
51,3.5,A2,0.25,76,,tenuto
51,4,G2,0.9,76,,tenuto
52,1,Bb2,1.9,76,,tenuto
52,3,A2,1.9,76,,tenuto
53,1,G2,1.9,76,,tenuto
53,3,Bb2,1.9,76,,tenuto
54,1,A2,0.25,76,,tenuto
54,1.5,G2,0.4,76,,tenuto
54,2,Bb2,1.9,76,,tenuto
55,1,A2,1.9,76,,tenuto
55,3,G2,1.9,76,,tenuto
56,1,F#2,0.9,76,,tenuto
56,2,G2,1.9,76,,tenuto
56,4,D2,0.9,76,,tenuto
57,1,G2,3.9,76,,tenuto
58,1,G2,0.9,76,,tenuto
58,2,Bb2,0.4,76,,tenuto
58,2.5,G2,0.4,76,,tenuto
58,3,D3,1.9,76,,tenuto
59,1,G2,0.9,76,,tenuto
59,2,Bb2,0.9,76,,tenuto
59,3,G2,1.9,76,,tenuto
60,1,G2,0.9,76,,tenuto
60,2,Bb2,0.4,76,,tenuto
60,2.5,D3,0.25,76,,tenuto
60,3,Bb2,0.25,76,,tenuto
60,3.5,D3,0.9,76,,tenuto
60,4.5,G2,0.4,76,,tenuto
