measure,beat,pitch,duration,velocity,tie,articulation
11,1,G1,1.9,100,,tenuto
11,3,Bb1,1.9,100,,tenuto
12,1,D2,1.9,100,,tenuto
12,3,G1,1.9,100,,tenuto
13,1,Bb1,1.9,100,,tenuto
13,3,D2,0.25,100,,tenuto
13,3.5,G2,0.25,100,,tenuto
13,4,G1,0.9,100,,tenuto
14,1,Bb1,1.9,100,,tenuto
14,3,D2,1.9,100,,tenuto
15,1,G1,1.9,100,,tenuto
15,3,Bb1,1.9,100,,tenuto
16,1,D2,0.25,100,,tenuto
16,1.5,Bb1,0.4,100,,tenuto
16,2,G1,1.9,100,,tenuto
17,1,Bb1,1.9,100,,tenuto
17,3,G1,1.9,100,,tenuto
18,1,D2,0.9,100,,tenuto
18,2,B1,1.9,100,,tenuto
18,4,G1,0.9,100,,tenuto
19,1,G1,3.9,100,,tenuto
20,1,G1,0.9,100,,tenuto
20,2,Bb1,0.4,100,,tenuto
20,2.5,G1,0.4,100,,tenuto
20,3,D2,1.9,100,,tenuto
